"","covertype","Average"
"1","ndvi",0.490936196171506
"2","perc_mpine",0.528743259240112
"3","perc_grassy",0.0784483923133015
"4","perc_decid",0.269046828962811
"5","perc_bf",0.0371077886947218
"6","perc_water",0.0434899664045961
"7","DTN_road",30.3778597565355
"8","DTN_mpine",12.3945007389907
"9","DTN_grassy",238.134823467609
"10","DTN_decid",28.9280434681982
"11","DTN_bf",84.0985452377842
"12","DTN_water",148.526165057318
