"","X","Bird.ID","Date","x","y","yearBinary","response","course","burn_stat","ndvi","perc_mpine","perc_grassy","perc_decid","perc_bf","perc_water","DTN_road","DTN_mpine","DTN_grassy","DTN_decid","DTN_bf","DTN_water","BurnDate1","BurnDate2","LastBurn"
"2693",44895,"164.093_220290","2022-06-15",-78.0050904622619,34.0764698065163,0,0,"bluepond",1,0.683201313018799,0.202531650662422,0,0.784810125827789,0,0,67.7801132202148,16.2537593841553,257.578887939453,0,106.652671813965,84.7098541259766,NA,NA,NA
"2694",44903,"164.093_220290","2022-06-07",-78.0074334366214,34.0781966333364,0,0,"bluepond",1,0.685165226459503,0.493670880794525,0,0.493670880794525,0,0,54.3567047119141,7.61832189559937,168.011291503906,0,58.4441566467285,153.245529174805,NA,NA,NA
"2695",44916,"164.093_220290","2022-07-01",-78.0021826343433,34.0753746796538,0,0,"bluepond",1,0.667325377464294,0.227848097681999,0,0.77215188741684,0,0,59.4339752197266,13.9227409362793,225.84391784668,0,113.724807739258,102.950607299805,NA,NA,NA
"2696",44927,"164.093_220290","2022-06-02",-77.99720788,34.08426108,0,1,"bluepond",1,0.689967632293701,0.645569622516632,0,0.379746824502945,0,0,27.8120098114014,5.10093975067139,463.281494140625,0,82.8056793212891,88.3635559082031,NA,NA,NA
"2697",44932,"164.093_220290","2022-05-31",-77.99748937,34.0834528,0,1,"bluepond",1,0.723858535289764,0.670886099338531,0,0.367088615894318,0,0,27.6049861907959,6.58972978591919,434.253204345703,0,95.6337585449219,67.6728897094727,NA,NA,NA
"2698",44942,"164.093_220290","2022-07-18",-77.9959739101199,34.0845584710651,0,1,"bluepond",1,0.731015086174011,0.620253145694733,0,0.392405062913895,0,0,51.5478782653809,7.49386310577393,473.238616943359,0,49.5116386413574,82.0763778686523,NA,NA,NA
"2699",44956,"164.093_220290","2022-06-30",-78.000537705767,34.0723046724147,0,0,"bluepond",1,0.594270169734955,0,0,0.848101258277893,0,0.164556965231895,39.9528656005859,37.2263069152832,95.1381683349609,0,112.554008483887,5.15442991256714,NA,NA,NA
"2700",44962,"164.093_220290","2022-06-07",-77.9991471199279,34.0830485942341,0,1,"bluepond",1,0.695740878582001,0.658227860927582,0,0.367088615894318,0,0,33.3930244445801,5.00114154815674,420.951995849609,0,86.4326553344727,92.8630142211914,NA,NA,NA
"2701",45279,"164.102_220288","2022-07-21",-77.9936746458549,34.0755511454985,0,0,"bluepond",1,0.666138470172882,0.506329119205475,0,0.455696195363998,0,0.101265825331211,34.1003799438477,0,102.994705200195,7.24249792098999,83.3566207885742,19.9522075653076,NA,NA,NA
"2702",45280,"164.102_220288","2022-07-13",-77.9949204144637,34.0848926335096,0,1,"bluepond",1,0.706547379493713,0.683544278144836,0,0.341772139072418,0.0632911399006844,0,46.5246467590332,3.83468961715698,478.993255615234,0,24.9073143005371,80.4974899291992,NA,NA,NA
"2703",45285,"164.102_220288","2022-09-14",-77.9987200919493,34.0748760346463,0,0,"bluepond",1,0.678264498710632,0.189873412251472,0,0.670886099338531,0,0.139240503311157,42.086109161377,19.3576107025146,119.451011657715,0.266813069581985,103.656143188477,0,NA,NA,NA
"2704",45287,"164.102_220288","2022-06-13",-77.9880049881687,34.0758187826819,0,0,"bluepond",1,-0.0567327104508877,0,0,0.0126582281664014,0,0.98734176158905,66.7306442260742,75.9812774658203,56.2805290222168,34.1370964050293,179.131072998047,0,NA,NA,NA
"2705",45290,"164.102_220288","2022-06-23",-78.0085421269506,34.0683927443299,0,0,"bluepond",1,0.674197733402252,0,0.0126582281664014,1,0,0,70.0751419067383,38.2252311706543,30.0197868347168,0,44.5449409484863,241.624557495117,NA,NA,NA
"2706",45302,"164.102_220288","2022-04-22",-77.9949967331858,34.0755091797366,0,0,"bluepond",1,0.636725008487701,0.139240503311157,0,0.734177231788635,0,0.202531650662422,42.3995475769043,16.3082084655762,101.528015136719,0,62.8018188476562,22.7334232330322,NA,NA,NA
"2707",45303,"164.102_220288","2022-06-10",-77.9854418984209,34.078466946169,0,0,"bluepond",1,0.706203639507294,0,0,0.98734176158905,0,0,7.4956955909729,45.4854278564453,139.249801635742,0,205.332794189453,92.1985549926758,NA,NA,NA
"2708",45331,"164.102_220288","2022-05-25",-78.0024269069445,34.0835977559036,0,0,"bluepond",1,0.67982143163681,0.620253145694733,0,0.329113930463791,0.0506329126656055,0,3.64457225799561,3.46455645561218,309.685638427734,0,26.7265243530273,197.259170532227,NA,NA,NA
"2709",45340,"164.102_220288","2022-08-03",-77.9981677640287,34.0833851598221,0,1,"bluepond",1,0.671343863010406,0.620253145694733,0,0.430379748344421,0,0,23.8100528717041,0,439.202331542969,0.682697057723999,112.074493408203,80.9098587036133,NA,NA,NA
"2710",45346,"164.102_220288","2022-10-03",-78.0053433102798,34.0766500965333,0,0,"bluepond",1,0.671287000179291,0.139240503311157,0,0.848101258277893,0,0,72.1735000610352,18.1067008972168,250.028289794922,0,114.851837158203,90.6363372802734,NA,NA,NA
"2711",45350,"164.102_220288","2022-08-17",-78.003365667403,34.0703977121407,0,0,"bluepond",1,0.663196563720703,0,0,1,0,0,26.8974647521973,61.3511161804199,54.7672424316406,0,53.7028656005859,55.3369293212891,NA,NA,NA
"2712",45366,"164.102_220288","2022-06-01",-78.0033602065579,34.0779491588827,0,0,"bluepond",1,0.701334536075592,0.531645596027374,0,0.468354433774948,0,0,59.4525337219238,1.77505445480347,305.345611572266,0,123.340599060059,171.186065673828,NA,NA,NA
"2713",45367,"164.102_220288","2022-10-21",-78.0023703820668,34.083254604653,0,1,"bluepond",1,0.690093576908112,0.632911384105682,0,0.329113930463791,0,0,12.0836362838745,9.51374530792236,310.728424072266,0,40.3597717285156,190.443420410156,NA,NA,NA
"2714",45377,"164.102_220288","2022-08-22",-78.0100314242738,34.0681091484093,0,0,"bluepond",1,0.6579470038414,0.177215188741684,0,0.822784781455994,0,0,93.8852005004883,14.194652557373,54.9657669067383,0,95.3921890258789,269.328155517578,NA,NA,NA
"2715",45379,"164.102_220288","2022-10-12",-77.9864865409586,34.0761134224567,0,0,"bluepond",1,0.0803127512335777,0,0,0.215189874172211,0,0.734177231788635,62.9412384033203,104.489265441895,57.5099067687988,7.87936019897461,177.854690551758,0,NA,NA,NA
"2716",45385,"164.102_220288","2022-05-31",-77.9872673466357,34.0766633571967,0,0,"bluepond",1,0.564753293991089,0,0,0.405063301324844,0,0.443037986755371,77.4206466674805,74.1406707763672,84.1236190795898,4.0465726852417,174.274215698242,0,NA,NA,NA
"2717",45391,"164.102_220288","2022-08-15",-77.9976302489936,34.0833172283938,0,1,"bluepond",1,0.736509203910828,0.658227860927582,0,0.367088615894318,0,0,25.0411338806152,6.27958345413208,427.819671630859,0,103.197868347168,64.0031280517578,NA,NA,NA
"2718",45393,"164.102_220288","2022-05-17",-78.0004179241449,34.0723197356644,0,0,"bluepond",1,0.589604556560516,0,0,0.835443019866943,0,0.177215188741684,42.2621612548828,38.1275329589844,94.9294204711914,0,107.064384460449,3.79781222343445,NA,NA,NA
"2719",45395,"164.102_220288","2022-08-02",-78.0031302506909,34.0847287361473,0,0,"bluepond",1,0.699800372123718,0.658227860927582,0,0.354430377483368,0.0253164563328028,0,45.2641716003418,7.59379768371582,287.688934326172,0,31.4941806793213,237.565093994141,NA,NA,NA
"2720",45398,"164.102_220288","2022-10-19",-78.0021956309979,34.082991953613,0,1,"bluepond",1,0.733098089694977,0.607594907283783,0,0.341772139072418,0,0,21.1623287200928,1.54630601406097,317.292694091797,0,45.2710189819336,181.942947387695,NA,NA,NA
"2721",45409,"164.102_220288","2022-08-23",-78.0013087625681,34.0737639800925,0,0,"bluepond",1,0.644331514835358,0.341772139072418,0,0.670886099338531,0,0,26.7815818786621,12.8154315948486,162.005661010742,0,130.920120239258,50.8790588378906,NA,NA,NA
"2722",45414,"164.102_220288","2022-11-04",-78.007115681963,34.0798738889948,0,0,"bluepond",1,0.655358850955963,0.645569622516632,0,0.367088615894318,0,0,3.99685621261597,1.41635513305664,169.568786621094,0,39.2675514221191,222.837310791016,NA,NA,NA
"2723",45416,"164.102_220288","2022-06-03",-77.9875359309031,34.0766152702952,0,0,"bluepond",1,0.572540819644928,0,0,0.443037986755371,0,0.455696195363998,65.9048690795898,64.6243286132812,84.7745819091797,2.23747634887695,165.091979980469,0,NA,NA,NA
"2724",45423,"164.102_220288","2022-08-29",-77.9881781510141,34.0790711710011,0,0,"bluepond",1,0.726207613945007,0.0379746817052364,0,0.962025344371796,0,0,60.051700592041,26.8196983337402,189.808303833008,0,111.494316101074,102.917831420898,NA,NA,NA
"2725",45430,"164.102_220288","2022-07-29",-78.0017516795711,34.082044640561,0,0,"bluepond",1,0.714781939983368,0.594936728477478,0,0.417721509933472,0,0,40.7996215820312,5.21272850036621,338.749481201172,0,81.2355270385742,151.272155761719,NA,NA,NA
"2726",45431,"164.102_220288","2022-06-02",-78.007759179182,34.0759046491746,0,0,"bluepond",1,0.71317857503891,0.417721509933472,0,0.594936728477478,0,0,32.1280288696289,11.1366682052612,180.946136474609,0,113.831565856934,74.8745727539062,NA,NA,NA
"2727",45434,"164.102_220288","2022-08-12",-77.985435129899,34.0787591541803,0,0,"bluepond",1,0.691093921661377,0,0,1,0,0,3.67230319976807,42.4552536010742,147.293380737305,0,204.597564697266,100.088874816895,NA,NA,NA
"2728",45438,"164.102_220288","2022-08-10",-77.9985046726844,34.0834521939262,0,1,"bluepond",1,0.652091085910797,0.632911384105682,0,0.405063301324844,0,0,20.1490783691406,0,441.515045166016,4.29507541656494,100.987968444824,88.2250213623047,NA,NA,NA
"2729",45440,"164.102_220288","2022-06-14",-77.9903983765665,34.0744091284706,0,0,"bluepond",1,0.307060837745667,0,0,0.316455692052841,0,0.683544278144836,90.1101455688477,63.5823593139648,63.900016784668,5.25871133804321,163.104370117188,0,NA,NA,NA
"2730",45441,"164.102_220288","2022-07-29",-77.9851792530328,34.0770111171284,0,0,"bluepond",1,0.533114731311798,0,0,0.696202516555786,0,0.0126582281664014,18.6244525909424,87.523681640625,74.8323364257812,0.812074661254883,194.195785522461,34.0028953552246,NA,NA,NA
"2731",45446,"164.102_220288","2022-05-05",-78.001711915522,34.0794273479898,0,0,"bluepond",1,0.719073712825775,0.341772139072418,0,0.670886099338531,0,0,42.0430755615234,14.5036897659302,336.637390136719,0,98.8811416625977,148.919326782227,NA,NA,NA
"2732",45455,"164.102_220288","2022-08-29",-77.9963609751272,34.0845597183,0,0,"bluepond",1,0.731449067592621,0.620253145694733,0,0.392405062913895,0,0,51.2280921936035,3.04276371002197,474.563903808594,0,59.8771781921387,86.5395736694336,NA,NA,NA
"2733",45462,"164.102_220288","2022-10-10",-78.0025132636043,34.0836778554527,0,1,"bluepond",1,0.67982143163681,0.620253145694733,0,0.329113930463791,0.0506329126656055,0,3.64457225799561,3.46455645561218,309.685638427734,0,26.7265243530273,197.259170532227,NA,NA,NA
"2734",45474,"164.102_220288","2022-10-31",-78.0024169857654,34.0827003031794,0,1,"bluepond",1,0.712007582187653,0.620253145694733,0,0.329113930463791,0,0,26.3729209899902,8.68782520294189,313.214569091797,0,62.3608818054199,180.982955932617,NA,NA,NA
"2735",45476,"164.102_220288","2022-09-23",-77.9904235516944,34.0751623947858,0,0,"bluepond",1,0.261628329753876,0,0,0.367088615894318,0,0.620253145694733,62.5603675842285,31.666784286499,89.393913269043,4.02115535736084,162.43278503418,0,NA,NA,NA
"2736",45490,"164.102_220288","2022-09-19",-77.9864774220523,34.0781811999007,0,0,"bluepond",1,0.69434267282486,0,0,0.924050629138947,0,0,45.6799125671387,70.5192337036133,129.075607299805,0,173.747817993164,64.3994369506836,NA,NA,NA
"2737",45499,"164.102_220288","2022-08-15",-77.9889994837484,34.0761274597713,0,0,"bluepond",1,-0.0379640348255634,0,0,0.164556965231895,0,0.835443019866943,30.1185283660889,40.7928085327148,81.0555114746094,20.4043922424316,145.089080810547,0,NA,NA,NA
"2738",45572,"164.117_220070","2022-07-11",-77.995016988508,34.0745123661683,0,0,"billjones",1,0.400180906057358,0,0,0.670886099338531,0.0506329126656055,0.303797453641891,62.1393089294434,53.7117462158203,54.0609588623047,0,20.4786319732666,7.45879697799683,NA,NA,NA
"2739",45584,"164.117_220070","2022-07-04",-77.9924684368446,34.0670959454907,0,1,"billjones",1,0.668173551559448,0.468354433774948,0,0.531645596027374,0,0,54.2322006225586,0.647472858428955,131.963775634766,0,82.7863464355469,183.329498291016,NA,NA,NA
"2740",45596,"164.117_220070","2022-04-22",-77.9911167005718,34.0715146099888,0,0,"billjones",1,0.638931453227997,0,0.316455692052841,0.594936728477478,0,0.088607594370842,54.0768203735352,41.6118202209473,6.31943941116333,0,94.5055236816406,25.4588413238525,NA,NA,NA
"2741",45621,"164.117_220070","2022-06-07",-77.9994355308182,34.0730992481455,0,0,"billjones",1,0.524711430072784,0,0,0.784810125827789,0,0.215189874172211,39.4212341308594,36.3032684326172,104.064933776855,0,94.3688430786133,0.5502108335495,NA,NA,NA
"2742",45627,"164.117_220070","2022-06-17",-77.9948459678725,34.0734905436714,0,0,"billjones",1,0.661045849323273,0,0.164556965231895,0.721518993377686,0.164556965231895,0,34.0259017944336,77.6087112426758,14.1278791427612,0,8.75048637390137,37.8754386901855,NA,NA,NA
"2743",45631,"164.117_220070","2022-06-10",-77.9993451572632,34.072038293653,0,0,"billjones",1,0.652195334434509,0,0,0.848101258277893,0,0.151898726820946,64.3916702270508,59.8750801086426,93.1926193237305,0,71.7045211791992,5.97049379348755,NA,NA,NA
"2744",45643,"164.117_220070","2022-07-13",-77.9944136769522,34.0737547785431,0,0,"billjones",1,0.641681492328644,0,0.0253164563328028,0.810126602649689,0.0253164563328028,0.151898726820946,52.7762222290039,64.8683013916016,28.1684875488281,0,27.3520698547363,22.7763805389404,NA,NA,NA
"2745",45649,"164.117_220070","2022-08-01",-78.0145883842971,34.0591954629082,0,0,"billjones",1,0.686105191707611,0.291139245033264,0,0.708860754966736,0.0126582281664014,0,72.2209777832031,4.47648620605469,97.9487991333008,0,30.213623046875,185.058090209961,NA,NA,NA
"2746",45653,"164.117_220070","2022-04-12",-77.9927401973913,34.0728922414241,0,0,"billjones",1,0.625913619995117,0,0.189873412251472,0.569620251655579,0,0.240506336092949,38.085090637207,94.4682540893555,23.6967945098877,0,76.3766098022461,15.6086940765381,NA,NA,NA
"2747",45659,"164.117_220070","2022-05-31",-78.0108895981758,34.0643193581767,0,0,"billjones",1,0.665670573711395,0,0,0.911392390727997,0.088607594370842,0,52.6426963806152,66.6772842407227,34.4762992858887,0,20.2089328765869,281.902496337891,NA,NA,NA
"2748",45666,"164.117_230201","2023-05-29",-78.0037040408831,34.075445499158,1,0,"bluepond",1,0.674884259700775,0.240506336092949,0,0.75949364900589,0,0,67.5355911254883,4.03610944747925,234.937286376953,0,84.2673416137695,88.3977508544922,NA,NA,NA
"2749",45667,"164.117_230201","2023-05-10",-78.00641500984,34.0697984728327,1,0,"bluepond",1,0.642491281032562,0.0759493634104729,0.0379746817052364,0.949367105960846,0,0,84.4359436035156,20.0802268981934,25.0074462890625,0,39.2507400512695,164.303726196289,NA,NA,NA
"2750",45675,"164.117_230201","2023-04-24",-78.0029909715027,34.0836078603941,1,1,"bluepond",1,0.682493031024933,0.670886099338531,0,0.329113930463791,0,0,8.14794921875,6.79259777069092,292.340270996094,0,38.8102416992188,212.851058959961,NA,NA,NA
"2751",45917,"164.129_220296","2022-04-15",-77.9875266203226,34.0773070149343,0,0,"bluepond",1,0.614859461784363,0,0,0.822784781455994,0,0.0379746817052364,63.6833801269531,49.6274452209473,116.781181335449,1.1813291311264,147.127822875977,30.2255878448486,NA,NA,NA
"2752",45928,"164.129_220296","2022-04-05",-77.9920200640046,34.073942537388,0,0,"bluepond",1,0.661075413227081,0,0,0.77215188741684,0,0.202531650662422,82.3438110351562,60.1473770141602,62.1998901367188,0,103.079467773438,19.9619312286377,NA,NA,NA
"2753",45948,"164.129_220296","2022-04-15",-77.99927753,34.08274881,0,1,"bluepond",1,0.705287635326385,0.582278490066528,0,0.443037986755371,0,0,38.5397834777832,4.08985948562622,416.022705078125,0,95.4914703369141,82.3178405761719,NA,NA,NA
"2754",45956,"164.129_220296","2022-06-07",-77.9977555724255,34.0835635226069,0,0,"bluepond",1,0.676638543605804,0.620253145694733,0,0.417721509933472,0,0,25.1443328857422,0,444.847351074219,0,105.757881164551,80.5247268676758,NA,NA,NA
"2755",45961,"164.129_220296","2022-06-13",-78.0028404671779,34.0856220453351,0,0,"bluepond",1,0.69478714466095,0.544303774833679,0,0.455696195363998,0,0,54.6728286743164,5.94972038269043,294.298126220703,0,45.4593963623047,253.054611206055,NA,NA,NA
"2756",45973,"164.129_220296","2022-05-05",-78.0110628532453,34.0765948426761,0,0,"bluepond",1,0.734365940093994,0.392405062913895,0,0.607594907283783,0,0,22.1354904174805,9.27449035644531,64.5250396728516,0,41.1669158935547,177.832107543945,NA,NA,NA
"2757",46183,"164.135_220178","2023-02-06",-78.0030161975519,34.0844214825836,1,0,"bluepond",1,0.71107417345047,0.696202516555786,0,0.316455692052841,0.0253164563328028,0,38.5017471313477,7.58841753005981,292.784881591797,0,25.6298198699951,228.340805053711,NA,NA,NA
"2758",46195,"164.135_220178","2023-04-03",-78.0043000816009,34.0706634446442,1,0,"bluepond",1,0.670703113079071,0.0126582281664014,0,0.98734176158905,0,0,35.8231582641602,32.8774261474609,40.7840042114258,0,49.0066947937012,87.3370742797852,NA,NA,NA
"2759",46208,"164.135_220178","2023-03-01",-77.9908677328355,34.0745654779305,1,0,"bluepond",1,0.614452242851257,0,0,0.569620251655579,0,0.417721509933472,73.6219024658203,48.3257789611816,82.277946472168,0,149.431198120117,7.72046041488647,NA,NA,NA
"2760",46234,"164.137_220321","2022-07-17",-77.9569516085439,34.0738049256613,0,0,"bigbay",1,0.335715979337692,0.240506336092949,0,0,0,0.189873412251472,13.3160409927368,3.86144185066223,649.113708496094,137.375045776367,120.983772277832,0,NA,NA,NA
"2761",46251,"164.137_220321","2022-07-11",-77.9611754436542,34.0728959856501,0,0,"bigbay",1,0.204094022512436,0,0,0,0,0.088607594370842,60.6626892089844,42.9997673034668,500.547302246094,138.855926513672,100.837585449219,10.9280261993408,NA,NA,NA
"2762",46252,"164.137_220321","2022-09-04",-77.9669896557388,34.0732258364548,0,0,"bigbay",1,0.275992155075073,0,0,0.215189874172211,0,0.113924048841,126.519996643066,99.7388763427734,308.788848876953,9.35683345794678,207.585159301758,14.1157464981079,NA,NA,NA
"2763",46253,"164.137_220321","2022-09-02",-77.9887980028099,34.0727907532728,0,0,"bigbay",1,0.68540632724762,0,0.329113930463791,0.594936728477478,0,0.0506329126656055,57.4991073608398,43.6768264770508,10.326958656311,0,157.061599731445,32.8992462158203,NA,NA,NA
"2764",46262,"164.137_220321","2022-07-11",-77.9693824261554,34.0687387833696,0,0,"bigbay",1,0.203525081276894,0.0126582281664014,0,0.0126582281664014,0,0.113924048841,5.57309913635254,33.1823387145996,248.248672485352,31.3165321350098,132.529144287109,18.6854839324951,NA,NA,NA
"2765",46267,"164.137_220321","2022-08-31",-77.9682713126969,34.0700054314946,0,0,"bigbay",1,0.21221587061882,0,0,0.113924048841,0,0,14.311692237854,54.619686126709,261.588134765625,21.4912452697754,160.863296508789,70.0960311889648,NA,NA,NA
"2766",46269,"164.137_220321","2022-06-17",-77.9624498502849,34.0727046855046,0,0,"bigbay",1,0.177508398890495,0,0,0,0,0.126582279801369,64.9698104858398,47.9067268371582,453.676635742188,92.5812149047852,108.41862487793,9.76398086547852,NA,NA,NA
"2767",46270,"164.137_220321","2022-05-10",-77.9701863300518,34.0703466912122,0,0,"bigbay",1,0.245642393827438,0.088607594370842,0,0.139240503311157,0,0,34.1046028137207,17.5469665527344,197.887069702148,18.3634929656982,188.643096923828,37.1988258361816,NA,NA,NA
"2768",46271,"164.137_220321","2022-04-25",-77.9712641086864,34.0604823321019,0,0,"bigbay",1,0.430694222450256,0.569620251655579,0,0,0,0.139240503311157,33.3745498657227,9.74816036224365,408.957336425781,59.5246238708496,48.1330375671387,3.61245131492615,NA,NA,NA
"2769",46274,"164.137_220321","2022-06-27",-77.9884320643463,34.0753463519728,0,0,"bigbay",1,-0.0591652691364288,0,0,0.0759493634104729,0,0.924050629138947,66.3654556274414,75.3193130493164,44.5878524780273,29.3360595703125,181.48063659668,0,NA,NA,NA
"2770",46286,"164.137_220321","2022-08-28",-77.9837257073814,34.0744830983585,0,0,"bigbay",1,0.573995888233185,0.265822798013687,0.481012672185898,0.189873412251472,0,0,7.16073560714722,0,6.56571531295776,4.2915301322937,83.793212890625,63.2797431945801,NA,NA,NA
"2771",46291,"164.137_220321","2022-06-13",-77.9883069389712,34.0749598823837,0,0,"bigbay",1,-0.0397725068032742,0,0.0379746817052364,0.227848097681999,0,0.734177231788635,83.0810241699219,64.4735717773438,27.5177993774414,12.3745756149292,179.760940551758,0,NA,NA,NA
"2772",46293,"164.137_220321","2022-10-07",-77.9600861020415,34.07429373013,0,0,"bigbay",1,0.190110668540001,0.0126582281664014,0,0,0,0.0632911399006844,84.5655212402344,35.0452041625977,543.532470703125,112.791389465332,136.031845092773,18.0233192443848,NA,NA,NA
"2773",46297,"164.137_220321","2022-06-10",-77.9765863776652,34.0725944587397,0,0,"bigbay",1,0.622100114822388,0.683544278144836,0.113924048841,0.240506336092949,0,0,111.294059753418,0.1017225086689,22.0448722839355,0,115.660034179688,68.8407135009766,NA,NA,NA
"2774",46304,"164.137_220321","2022-07-01",-77.990674965087,34.0692175027596,0,0,"bigbay",1,0.662800550460815,0.0379746817052364,0,0.98734176158905,0,0,69.8198394775391,31.9969692230225,49.4646224975586,0,94.8011169433594,100.997772216797,NA,NA,NA
"2775",46308,"164.137_220321","2022-09-08",-77.9699383959452,34.0688277210214,0,0,"bigbay",1,0.255525648593903,0,0,0,0,0.265822798013687,3.22371888160706,44.1189956665039,229.117309570312,50.3050918579102,134.977844238281,0,NA,NA,NA
"2776",46311,"164.137_220321","2022-10-07",-77.986627387848,34.0704037416729,0,1,"bigbay",1,0.487956970930099,0.810126602649689,0,0.240506336092949,0,0,14.5276136398315,4.05834102630615,75.3292617797852,0,92.2988586425781,125.913909912109,NA,NA,NA
"2777",46315,"164.137_220321","2022-08-04",-77.9672206577423,34.0693206112122,0,0,"bigbay",1,0.667040646076202,0.379746824502945,0,0.506329119205475,0,0,11.0428686141968,3.24868297576904,309.138854980469,0,110.168991088867,81.9909515380859,NA,NA,NA
"2778",46323,"164.137_220321","2022-09-04",-77.9836854650548,34.0754661486186,0,0,"bigbay",1,0.662113964557648,0,0.101265825331211,0.873417735099792,0,0,15.8649244308472,31.3534107208252,20.0436859130859,0,124.010093688965,42.2132835388184,NA,NA,NA
"2779",46327,"164.137_220321","2022-08-17",-77.9611807231457,34.0735055535111,0,0,"bigbay",1,0.193053439259529,0,0,0,0,0.126582279801369,75.0237655639648,46.4613265991211,503.661956787109,140.900177001953,124.832824707031,5.55205774307251,NA,NA,NA
"2780",46332,"164.137_220321","2022-08-12",-77.9901303417428,34.0700578688003,0,0,"bigbay",1,0.68378621339798,0.0379746817052364,0.126582279801369,0.822784781455994,0,0,33.259204864502,24.3698043823242,13.061939239502,0,112.377395629883,67.4557418823242,NA,NA,NA
"2781",46338,"164.137_220321","2022-05-02",-77.9632613720688,34.0728502959813,0,0,"bigbay",1,0.21639883518219,0,0,0,0,0.113924048841,78.2015380859375,61.311710357666,431.558197021484,69.4821701049805,125.842262268066,13.0666999816895,NA,NA,NA
"2782",46342,"164.137_220321","2022-07-27",-77.9769480449146,34.073247034381,0,0,"bigbay",1,0.346516191959381,0.493670880794525,0,0.164556965231895,0,0,124.658180236816,0,43.705379486084,15.5266790390015,131.41374206543,43.5655326843262,NA,NA,NA
"2783",46346,"164.137_220321","2022-06-23",-77.9676110010837,34.0691282365083,0,0,"bigbay",1,0.653921067714691,0.291139245033264,0,0.481012672185898,0,0,25.0235919952393,8.75601959228516,295.207153320312,0,123.481239318848,65.3309020996094,NA,NA,NA
"2784",46348,"164.137_220321","2022-09-23",-77.9857924131606,34.0758427249965,0,0,"bigbay",1,0.0748047977685928,0,0,0.405063301324844,0,0.582278490066528,43.9015464782715,76.4608840942383,30.8234977722168,17.1112289428711,153.368515014648,0,NA,NA,NA
"2785",46352,"164.137_220321","2022-07-05",-77.9667969180464,34.0702879195939,0,0,"bigbay",1,0.524842977523804,0,0,0.367088615894318,0,0,41.1453323364258,33.1067810058594,311.093658447266,5.39039182662964,123.485336303711,115.098335266113,NA,NA,NA
"2786",46372,"164.137_220321","2022-07-28",-77.970288517644,34.0746643103372,0,0,"bigbay",1,0.212280616164207,0,0,0,0,0.101265825331211,132.992492675781,65.9022674560547,228.2880859375,62.2539596557617,222.005462646484,8.73524856567383,NA,NA,NA
"2787",46374,"164.137_220321","2022-09-06",-77.9710485740504,34.0708546041281,0,0,"bigbay",1,0.318381398916245,0.303797453641891,0,0.189873412251472,0,0,43.0500831604004,7.27238798141479,164.432556152344,8.29291820526123,211.104110717773,52.7331161499023,NA,NA,NA
"2788",46376,"164.137_220321","2022-10-01",-77.9769893465361,34.0738983728225,0,0,"bigbay",1,0.347960889339447,0.240506336092949,0,0.227848097681999,0,0,118.229454040527,13.0460338592529,67.8167037963867,16.5271892547607,154.701675415039,19.6483631134033,NA,NA,NA
"2789",46387,"164.137_220321","2022-09-21",-77.9847424268362,34.0697775942152,0,1,"bigbay",1,0.563966810703278,1,0,0,0,0,41.0265731811523,0,116.145416259766,55.522216796875,42.0029754638672,109.4501953125,NA,NA,NA
"2790",46392,"164.137_220321","2022-04-19",-77.957963663867,34.0741361800838,0,0,"bigbay",1,0.166742965579033,0.177215188741684,0,0,0,0.151898726820946,32.2429580688477,22.2752418518066,617.411193847656,133.03759765625,114.556999206543,0,NA,NA,NA
"2791",46398,"164.137_220321","2022-09-26",-77.9848548240445,34.0699026666204,0,1,"bigbay",1,0.536428987979889,1,0,0,0,0,46.4646606445312,0,109.290512084961,47.4009971618652,51.8465957641602,113.865585327148,NA,NA,NA
"2792",46408,"164.137_220321","2022-10-05",-77.9686033925013,34.0739562362356,0,0,"bigbay",1,0.228317126631737,0,0,0.0379746817052364,0,0.101265825331211,117.805335998535,66.0718307495117,263.258544921875,35.1648406982422,204.833740234375,0,NA,NA,NA
"2793",46411,"164.137_220321","2022-07-26",-77.9883237403548,34.0652910713002,0,0,"bigbay",1,0.603215456008911,0.607594907283783,0,0.430379748344421,0,0,59.5925102233887,0,204.555862426758,0,66.5966186523438,50.9667663574219,NA,NA,NA
"2794",46414,"164.137_220321","2022-10-03",-77.9766475859047,34.0737221756068,0,0,"bigbay",1,0.387342065572739,0.329113930463791,0,0.164556965231895,0,0,130.631225585938,2.59860777854919,60.327880859375,18.2057228088379,150.283828735352,28.3310241699219,NA,NA,NA
"2795",46415,"164.137_220321","2022-06-29",-77.9603069134511,34.0729393098971,0,0,"bigbay",1,0.254636138677597,0.240506336092949,0,0,0,0,37.4761772155762,16.1724967956543,529.327331542969,167.328689575195,89.8632583618164,34.5562858581543,NA,NA,NA
"2796",46419,"164.137_220321","2022-08-05",-77.9615107721305,34.0716743589488,0,0,"bigbay",1,0.268885284662247,0.392405062913895,0,0,0,0.101265825331211,25.9608211517334,3.70639395713806,486.211364746094,130.098236083984,57.038761138916,7.70682287216187,NA,NA,NA
"2797",46426,"164.137_220321","2022-08-04",-77.988401442487,34.0750991189073,0,0,"bigbay",1,-0.042664285749197,0,0.0126582281664014,0.189873412251472,0,0.784810125827789,80.2839584350586,66.7144088745117,30.3577842712402,15.0139026641846,184.269760131836,0,NA,NA,NA
